Valor da Transação,Data/Hora da Transação,Localização da Transação,Data criação conta recebedor,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Data ativação do cartão,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(histórico pagamento),Classe(emprego fixo),Tempo desde a ultima transação,Dispositivo de acesso novo?
283.61,2024-08-20 10:13:18,"-44.112615, 77.312947",2022-05-17 10:13:18,0,0,1,47,1,20000,0,2,2022-08-04 10:13:18,3,2,386.92,bom,1,2024-08-19 20:27:22,0
882.15,2025-04-30 01:17:34,"64.410925, 130.76021",2016-05-31 01:17:34,0,0,0,68,1,10000,1,4,2016-06-08 01:17:34,6,2,254.45,bom,1,2025-04-17 17:14:31,1
403.05,2024-06-08 04:37:23,"75.022158, 163.984142",2021-06-03 04:37:23,1,0,1,24,0,20000,1,5,2021-06-11 04:37:23,7,4,387.6,inadimplente,0,2024-05-17 07:56:36,0
1384.83,2024-03-14 03:25:11,"-87.197473, 67.046547",2015-08-24 03:25:11,1,0,0,33,0,20000,1,4,2015-10-28 03:25:11,10,2,447.27,inadimplente,1,2024-02-15 13:46:12,1
124.64,2024-02-14 13:18:25,"87.870958, 9.969764",2015-05-02 13:18:25,0,0,0,57,1,10000,0,3,2015-05-15 13:18:25,4,3,136.05,inadimplente,0,2024-02-02 05:37:00,1
126.2,2025-01-21 00:45:43,"-48.140785, 111.680577",2015-04-24 00:45:43,1,0,1,40,1,2000,0,4,2015-07-16 00:45:43,3,4,260.75,atrasado,0,2024-12-26 17:12:47,0
822.25,2024-08-25 01:07:18,"-47.11191, 105.245561",2022-11-16 01:07:18,0,0,1,21,1,2000,0,1,2023-01-21 01:07:18,8,0,364.05,inadimplente,0,2024-08-16 21:38:25,0
19.14,2024-03-19 21:14:05,"-68.197215, 113.837159",2023-12-19 21:14:05,0,0,0,40,0,1000,0,5,2024-02-23 21:14:05,6,3,280.95,atrasado,1,2024-03-14 07:41:58,0
53.3,2024-09-19 09:24:38,"73.807335, 2.852346",2017-07-22 09:24:38,1,0,1,33,0,20000,0,2,2017-08-15 09:24:38,5,3,308.52,bom,1,2024-09-16 09:30:40,0
84.97,2024-04-17 08:19:32,"71.593392, -75.829321",2020-08-19 08:19:32,0,0,0,83,0,10000,1,3,2020-10-28 08:19:32,10,1,0.89,bom,1,2024-04-02 07:55:48,1
325.34,2023-08-02 17:07:20,"65.943823, 31.932574",2014-03-04 17:07:20,0,0,0,18,0,1000,1,3,2014-03-27 17:07:20,0,2,346.67,atrasado,1,2023-07-05 03:40:21,1
704.15,2024-09-05 17:56:39,"-11.243723, -153.168164",2024-05-18 17:56:39,0,0,1,73,1,10000,1,0,2024-05-27 17:56:39,0,5,452.1,atrasado,1,2024-08-22 05:28:42,0
424.47,2025-02-18 20:26:00,"37.612578, 73.468676",2022-07-14 20:26:00,1,0,0,75,1,1000,1,4,2022-09-27 20:26:00,4,4,205.11,atrasado,0,2025-01-24 11:20:09,0
154.45,2025-06-17 18:00:14,"-23.888835, 22.211222",2023-03-13 18:00:14,1,0,1,43,1,20000,0,3,2023-05-20 18:00:14,9,4,474.74,inadimplente,1,2025-06-10 00:23:58,1
677.75,2024-09-26 23:22:56,"19.247984, 102.56819",2018-09-26 23:22:56,0,1,1,84,0,10000,1,4,2018-10-05 23:22:56,5,0,413.56,atrasado,1,2024-09-18 04:57:23,1
95.09,2025-01-26 03:31:08,"-8.363827, -152.087628",2019-11-23 03:31:08,1,0,0,48,0,1000,0,1,2020-01-17 03:31:08,5,3,189.37,inadimplente,0,2025-01-07 16:37:24,0
61.23,2024-02-22 08:54:54,"-35.509379, -151.682652",2014-06-23 08:54:54,0,0,1,35,0,10000,1,2,2014-08-27 08:54:54,5,0,422.31,atrasado,1,2024-01-31 04:34:01,1
38.31,2025-06-30 09:14:41,"37.091941, 61.547115",2023-11-13 09:14:41,1,0,1,67,0,1000,0,4,2024-02-07 09:14:41,10,4,274.11,bom,1,2025-06-25 22:10:16,1
227.44,2023-07-28 09:03:28,"79.193769, -23.132716",2021-07-03 09:03:28,0,0,0,79,1,20000,0,3,2021-07-09 09:03:28,4,5,108.77,inadimplente,1,2023-07-15 10:40:42,0
271.96,2025-07-14 12:43:27,"-71.057558, 19.278759",2017-10-25 12:43:27,1,0,1,80,0,5000,1,4,2017-11-10 12:43:27,0,4,293.14,bom,0,2025-06-26 16:56:30,1
53.88,2023-10-21 11:49:47,"59.490817, 75.710383",2023-07-10 11:49:47,0,0,0,69,0,5000,1,2,2023-07-16 11:49:47,7,1,391.14,bom,0,2023-10-07 23:25:00,1
126.46,2025-06-16 05:43:05,"88.538305, 1.115526",2019-02-05 05:43:05,1,0,1,18,0,1000,1,4,2019-04-29 05:43:05,8,1,310.58,bom,1,2025-05-25 06:22:23,0
322.46,2025-01-27 18:52:52,"-73.783897, 177.726888",2024-03-07 18:52:52,1,1,1,18,1,1000,0,2,2024-05-17 18:52:52,10,5,326.4,bom,0,2025-01-22 03:32:06,1
321.03,2023-08-11 23:30:37,"85.450422, 39.750628",2014-01-24 23:30:37,1,0,0,29,1,2000,1,0,2014-01-29 23:30:37,5,1,427.24,atrasado,0,2023-07-15 07:58:52,0
153.01,2025-05-04 23:49:24,"-54.070277, -168.181904",2024-06-18 23:49:24,1,0,1,19,0,10000,1,5,2024-09-09 23:49:24,1,4,287.73,inadimplente,1,2025-04-07 17:18:32,1
258.01,2025-02-09 06:34:47,"35.842832, -98.278797",2017-10-14 06:34:47,0,0,1,70,0,10000,1,1,2017-12-29 06:34:47,4,2,309.34,atrasado,0,2025-01-20 04:54:40,0
37.91,2024-08-29 02:26:03,"82.68051, 105.491352",2018-10-22 02:26:03,0,1,1,43,1,20000,0,1,2018-10-31 02:26:03,0,2,451.64,atrasado,0,2024-08-21 15:19:37,1
9.89,2025-02-05 07:50:22,"49.442975, 59.035621",2020-06-30 07:50:22,0,0,0,26,1,5000,0,5,2020-08-15 07:50:22,7,2,360.21,inadimplente,0,2025-01-19 22:44:45,0
227.97,2023-08-01 22:04:32,"-14.278165, -158.228825",2013-11-01 22:04:32,1,0,1,22,1,10000,0,4,2014-01-10 22:04:32,3,5,325.78,atrasado,1,2023-07-06 14:40:03,0
105.45,2023-08-26 13:48:18,"8.489244, 168.362282",2020-01-02 13:48:18,0,1,1,56,1,2000,0,2,2020-02-13 13:48:18,0,3,175.82,atrasado,1,2023-08-24 03:24:36,1
512.35,2024-09-01 09:16:19,"-25.180905, 43.154866",2020-08-20 09:16:19,0,1,1,68,0,2000,0,5,2020-08-21 09:16:19,9,0,109.22,inadimplente,1,2024-08-16 15:08:28,0
15.5,2025-07-15 08:22:57,"-82.349069, 46.419861",2021-12-26 08:22:57,0,0,0,47,0,1000,0,3,2022-02-28 08:22:57,6,0,213.96,inadimplente,0,2025-07-08 10:33:46,1
353.31,2023-10-23 11:27:49,"54.979435, 73.497457",2018-09-26 11:27:49,1,0,0,40,0,1000,1,5,2018-12-14 11:27:49,5,1,355.66,atrasado,1,2023-10-19 10:34:40,0
87.45,2023-12-26 09:16:21,"89.677961, 141.468772",2016-06-04 09:16:21,0,0,0,74,1,20000,1,0,2016-06-05 09:16:21,2,3,166.45,inadimplente,0,2023-12-22 13:18:04,1
133.52,2025-06-06 09:26:26,"-70.021116, -102.744439",2017-04-13 09:26:26,0,0,1,51,1,20000,1,0,2017-06-08 09:26:26,4,0,290.64,atrasado,0,2025-05-15 21:22:32,0
129.61,2023-12-10 16:37:43,"62.014466, -13.069588",2017-09-07 16:37:43,0,0,1,64,0,2000,0,0,2017-09-08 16:37:43,6,2,432.58,inadimplente,0,2023-11-25 22:22:13,0
491.53,2023-10-15 00:22:19,"-53.412581, 143.014469",2022-05-18 00:22:19,0,0,1,62,0,1000,0,3,2022-05-23 00:22:19,8,4,148.07,inadimplente,1,2023-10-11 21:19:47,0
551.48,2024-07-11 02:57:35,"7.696992, 45.669958",2023-05-24 02:57:35,0,0,1,40,1,5000,0,2,2023-08-19 02:57:35,9,2,16.78,bom,0,2024-06-23 13:57:41,1
143.89,2024-01-07 14:37:07,"-77.280898, -158.643044",2018-06-23 14:37:07,0,0,0,68,1,20000,0,0,2018-08-31 14:37:07,6,5,258.86,atrasado,1,2023-12-25 20:28:19,0
184.37,2024-03-31 10:07:28,"50.092904, 142.357903",2018-10-18 10:07:28,1,0,0,45,0,20000,1,2,2018-12-31 10:07:28,5,1,415.39,bom,0,2024-03-12 08:40:37,1
808.93,2024-03-06 03:50:23,"-7.474271, 93.154602",2014-08-09 03:50:23,0,0,1,59,0,2000,0,5,2014-09-22 03:50:23,0,0,319.04,atrasado,0,2024-02-16 17:42:37,1
227.51,2024-02-12 05:42:15,"-44.081303, 143.583821",2021-12-22 05:42:15,1,0,0,76,1,2000,0,5,2022-01-14 05:42:15,10,4,344.92,inadimplente,0,2024-02-01 14:44:34,0
193.65,2023-10-13 07:51:09,"-34.611252, 128.164128",2022-12-02 07:51:09,0,0,0,23,1,1000,1,1,2022-12-02 07:51:09,10,4,345.35,inadimplente,1,2023-09-18 13:09:03,1
1063.7,2025-06-25 15:46:34,"-46.264371, -125.471949",2024-02-04 15:46:34,0,0,1,68,1,2000,0,4,2024-02-04 15:46:34,4,5,201.77,atrasado,1,2025-06-09 10:32:29,1
376.32,2024-07-25 11:54:23,"-31.810028, 23.613717",2022-05-25 11:54:23,0,0,0,72,1,2000,1,0,2022-06-23 11:54:23,3,3,203.73,inadimplente,0,2024-07-25 02:02:12,0
284.64,2023-12-17 22:18:31,"-7.636837, -52.659677",2021-10-14 22:18:31,0,1,1,77,1,1000,0,0,2021-12-09 22:18:31,1,0,279.34,atrasado,0,2023-12-06 23:24:28,0
325.22,2024-10-19 21:48:43,"-57.432142, -24.67833",2022-10-31 21:48:43,0,0,0,26,1,20000,0,4,2023-01-12 21:48:43,7,5,371.46,bom,1,2024-09-22 10:54:23,0
154.86,2024-11-11 13:45:04,"-11.927727, 98.20892",2019-02-21 13:45:04,1,0,0,65,1,20000,0,5,2019-05-07 13:45:04,5,4,95.01,inadimplente,1,2024-10-19 17:38:34,0
505.69,2025-04-12 16:11:36,"36.715988, -146.089305",2018-12-18 16:11:36,0,0,0,61,0,10000,0,0,2019-02-26 16:11:36,6,4,162.83,bom,1,2025-04-04 07:21:30,1
33.57,2023-11-22 17:34:04,"-30.294208, 137.544444",2014-02-04 17:34:04,0,0,0,83,0,2000,1,1,2014-02-04 17:34:04,0,1,229.06,inadimplente,0,2023-10-23 20:59:32,1
159.91,2024-12-12 21:02:01,"6.597824, 45.097941",2015-06-18 21:02:01,0,0,0,37,0,5000,0,2,2015-07-23 21:02:01,7,2,244.45,inadimplente,0,2024-12-06 11:36:59,0
150.89,2023-11-23 17:26:00,"-78.112981, 170.617711",2019-10-11 17:26:00,0,0,0,34,0,2000,0,5,2019-11-06 17:26:00,0,2,320.44,inadimplente,0,2023-11-13 02:15:34,0
51.17,2024-10-01 06:41:31,"-66.494789, -21.993592",2020-08-22 06:41:31,0,0,0,49,1,2000,0,1,2020-10-25 06:41:31,1,3,290.66,atrasado,0,2024-09-11 12:19:07,1
55.25,2024-05-30 11:58:18,"-18.742881, -178.961098",2015-01-30 11:58:18,0,0,1,47,1,10000,1,2,2015-03-21 11:58:18,9,0,247.07,inadimplente,0,2024-05-24 02:09:30,0
244.28,2023-11-27 20:33:04,"33.081659, 54.634061",2017-02-11 20:33:04,0,0,1,27,1,5000,1,4,2017-02-16 20:33:04,2,4,475.49,inadimplente,0,2023-11-22 01:31:11,0
951.87,2023-12-07 00:59:10,"-42.539283, 123.172869",2015-07-14 00:59:10,1,0,0,67,1,2000,0,4,2015-07-24 00:59:10,3,0,301.84,atrasado,1,2023-12-06 08:41:03,0
651.95,2024-10-04 06:57:19,"-23.959352, 20.584817",2020-07-18 06:57:19,1,1,1,76,0,10000,0,5,2020-09-06 06:57:19,2,0,322.53,inadimplente,1,2024-09-16 17:08:08,1
298.13,2023-11-15 06:55:52,"-79.119979, 29.236868",2015-01-22 06:55:52,1,0,1,22,1,10000,1,1,2015-04-19 06:55:52,4,4,369.27,bom,0,2023-10-18 17:41:03,1
418.78,2025-03-19 03:52:26,"-28.117817, -71.171688",2018-05-09 03:52:26,1,0,0,76,0,2000,0,3,2018-05-26 03:52:26,6,0,226.7,bom,1,2025-03-12 00:46:19,1
394.47,2023-10-15 19:01:12,"-51.040414, -32.063162",2022-03-02 19:01:12,1,0,1,52,0,1000,0,4,2022-05-04 19:01:12,9,5,481.81,inadimplente,0,2023-09-26 00:10:26,0
47.5,2024-04-02 12:14:59,"25.104606, 80.76776",2014-12-20 12:14:59,0,0,1,51,0,2000,1,1,2015-01-06 12:14:59,4,3,420.05,bom,1,2024-03-30 17:08:14,1
169.32,2024-06-11 21:01:26,"5.693175, -99.031375",2021-06-10 21:01:26,0,0,0,48,0,1000,1,5,2021-08-16 21:01:26,7,3,314.04,bom,1,2024-05-29 21:51:28,1
739.75,2023-11-29 01:32:35,"65.442078, 100.210327",2019-06-14 01:32:35,1,0,1,60,1,10000,1,5,2019-09-03 01:32:35,5,1,294.34,atrasado,0,2023-11-07 20:53:01,1
216.52,2024-10-20 13:20:52,"11.577181, 176.806154",2021-09-07 13:20:52,1,0,1,82,1,1000,1,1,2021-10-12 13:20:52,2,0,421.9,bom,1,2024-10-06 16:39:26,1
255.32,2023-11-04 11:09:36,"-86.017319, 71.186889",2023-09-03 11:09:36,1,0,1,83,0,5000,0,3,2023-11-18 11:09:36,2,2,290.55,atrasado,1,2023-10-16 04:32:04,1
391.0,2024-04-27 07:58:58,"61.96311, -114.579412",2014-09-02 07:58:58,0,0,0,76,1,2000,0,2,2014-11-16 07:58:58,1,2,341.96,bom,1,2024-04-21 09:12:49,1
333.59,2024-03-29 04:29:15,"-80.524956, 60.371227",2021-03-11 04:29:15,0,0,0,38,1,1000,1,2,2021-04-19 04:29:15,3,5,287.05,bom,1,2024-03-01 16:23:03,1
458.77,2024-11-08 10:57:07,"-50.398071, 97.31516",2022-03-29 10:57:07,0,0,0,21,0,10000,1,1,2022-04-16 10:57:07,1,0,357.99,atrasado,1,2024-11-03 23:19:26,1
1391.69,2024-10-01 23:31:00,"-32.699584, -104.718506",2015-07-11 23:31:00,1,0,0,73,1,5000,1,5,2015-10-02 23:31:00,10,3,464.95,bom,0,2024-09-07 20:12:48,0
349.47,2025-03-17 02:03:03,"25.706846, -121.103768",2017-11-10 02:03:03,0,0,1,61,0,2000,1,3,2018-01-06 02:03:03,2,4,407.06,atrasado,1,2025-03-01 08:39:51,1
836.76,2024-11-03 04:36:42,"-56.10595, -11.508991",2023-07-06 04:36:42,1,0,0,23,1,2000,1,4,2023-07-14 04:36:42,0,2,170.69,atrasado,0,2024-11-01 10:14:30,0
110.11,2025-02-11 09:32:03,"75.739475, -5.815823",2017-05-19 09:32:03,0,0,0,26,1,2000,1,3,2017-08-11 09:32:03,3,0,357.24,atrasado,0,2025-01-13 01:34:21,1
161.97,2024-11-22 07:36:09,"-49.19235, 26.519136",2015-12-07 07:36:09,0,0,0,68,0,10000,0,0,2016-01-01 07:36:09,1,1,269.91,atrasado,1,2024-11-05 06:34:59,0
424.76,2023-09-06 03:40:37,"3.257545, -39.324448",2015-07-08 03:40:37,0,0,0,80,0,5000,0,5,2015-08-24 03:40:37,9,2,179.05,inadimplente,0,2023-08-25 18:18:43,0
26.36,2025-03-16 18:37:00,"-59.584328, 50.377187",2016-06-24 18:37:00,1,0,0,42,0,1000,1,2,2016-08-23 18:37:00,3,2,404.87,bom,0,2025-03-05 18:33:55,1
53.39,2025-03-05 18:02:31,"-13.172134, 2.619326",2024-09-14 18:02:31,1,0,1,29,0,20000,1,0,2024-11-18 18:02:31,2,3,465.54,inadimplente,1,2025-02-27 21:18:28,0
7.2,2024-10-22 02:04:58,"59.357682, -108.034813",2024-04-17 02:04:58,0,0,0,80,0,2000,1,0,2024-06-01 02:04:58,10,4,349.12,bom,0,2024-10-17 17:38:39,1
782.99,2025-01-30 09:08:24,"29.919715, 123.053225",2020-02-16 09:08:24,1,0,1,69,1,2000,1,3,2020-03-20 09:08:24,2,1,264.2,bom,0,2025-01-22 23:09:16,0
15.58,2024-05-31 11:18:12,"81.411127, 151.071353",2018-08-19 11:18:12,0,0,0,55,1,2000,1,4,2018-11-12 11:18:12,9,1,109.06,inadimplente,0,2024-05-22 19:10:30,1
8.72,2024-04-14 14:36:58,"-17.095072, -44.270302",2014-12-30 14:36:58,1,0,0,65,0,10000,0,5,2015-03-01 14:36:58,3,0,431.83,inadimplente,0,2024-03-19 19:17:21,0
3.41,2024-01-17 04:49:26,"-41.119916, 66.122715",2018-06-13 04:49:26,1,0,0,48,0,10000,1,1,2018-08-23 04:49:26,4,0,291.08,inadimplente,1,2024-01-09 23:48:44,0
266.28,2024-06-02 14:24:16,"69.926154, -154.174645",2015-08-26 14:24:16,1,0,0,69,0,20000,1,5,2015-10-16 14:24:16,3,4,296.24,inadimplente,1,2024-05-15 20:42:43,1
1092.6,2023-10-31 22:00:00,"-78.613641, 82.979126",2014-11-19 22:00:00,1,0,0,64,1,5000,0,1,2015-02-07 22:00:00,10,0,395.15,atrasado,0,2023-10-11 03:12:19,1
95.03,2024-01-20 05:46:12,"-77.036241, 23.841517",2016-06-03 05:46:12,1,1,1,72,1,1000,0,4,2016-07-21 05:46:12,9,1,197.88,inadimplente,1,2023-12-29 08:28:52,1
140.87,2025-03-01 04:23:43,"-25.604514, -113.449405",2019-09-25 04:23:43,0,0,0,20,1,2000,1,1,2019-12-19 04:23:43,0,0,290.09,inadimplente,1,2025-02-24 12:26:16,0
535.79,2024-11-04 19:48:45,"41.213545, -147.67006",2021-04-25 19:48:45,0,0,0,49,1,20000,1,3,2021-07-02 19:48:45,9,5,239.72,atrasado,1,2024-11-03 01:28:43,1
76.2,2025-02-18 11:10:27,"-51.188501, -120.609473",2019-07-21 11:10:27,1,0,0,28,0,2000,1,5,2019-09-08 11:10:27,10,0,288.93,atrasado,1,2025-01-21 11:10:55,1
123.5,2024-04-24 15:48:06,"26.774702, -28.671625",2021-07-28 15:48:06,0,0,1,43,0,20000,0,5,2021-09-14 15:48:06,5,2,210.34,bom,0,2024-03-30 18:42:10,1
26.17,2023-12-29 08:04:09,"-57.295979, -135.111883",2023-05-26 08:04:09,0,0,0,26,1,1000,1,3,2023-07-13 08:04:09,4,2,9.3,inadimplente,1,2023-12-15 13:04:40,1
122.12,2025-03-13 10:04:03,"-88.76022, -162.021",2023-07-18 10:04:03,1,0,1,68,1,5000,1,3,2023-09-07 10:04:03,4,4,262.52,atrasado,1,2025-02-26 09:27:47,0
226.47,2024-08-14 04:20:33,"-14.437874, -107.529737",2020-08-22 04:20:33,1,0,0,50,1,1000,0,3,2020-09-22 04:20:33,5,2,432.86,inadimplente,0,2024-07-22 08:27:01,0
428.34,2023-12-06 22:46:31,"-83.22569, 86.08132",2020-10-17 22:46:31,1,0,0,77,1,1000,0,5,2020-12-28 22:46:31,10,2,331.32,bom,1,2023-11-26 03:15:52,1
48.49,2024-07-19 19:31:18,"-52.940043, 70.099737",2017-10-23 19:31:18,1,0,0,40,1,5000,0,1,2017-12-29 19:31:18,2,3,184.56,atrasado,0,2024-06-29 02:32:09,1
341.55,2024-08-11 02:34:22,"-47.741267, -151.789272",2021-01-03 02:34:22,1,0,1,68,1,5000,1,5,2021-02-27 02:34:22,3,2,124.82,atrasado,1,2024-07-27 22:10:55,0
10.59,2024-07-20 17:29:17,"-34.669521, -87.336768",2023-08-27 17:29:17,1,0,0,68,0,20000,0,5,2023-09-29 17:29:17,4,4,205.43,atrasado,1,2024-07-09 17:41:44,1
307.75,2023-09-08 11:47:10,"67.873217, -85.034032",2017-09-16 11:47:10,0,0,0,46,0,20000,1,4,2017-11-08 11:47:10,2,4,360.82,inadimplente,1,2023-08-28 21:11:05,1
651.69,2024-07-14 08:18:39,"-72.043387, -123.230402",2024-05-13 08:18:39,1,0,0,25,0,1000,1,0,2024-07-13 08:18:39,5,2,199.78,inadimplente,1,2024-07-04 23:46:48,1
158.95,2024-11-11 20:25:23,"23.453506, 102.372844",2020-08-17 20:25:23,1,0,1,34,0,1000,0,0,2020-08-22 20:25:23,4,2,224.76,inadimplente,1,2024-10-28 01:47:13,1
334.77,2025-04-20 18:48:15,"77.20207, -126.582588",2018-05-15 18:48:15,0,0,0,21,0,5000,0,1,2018-05-29 18:48:15,3,5,397.84,atrasado,1,2025-04-01 16:21:51,1
151.75,2025-01-09 03:19:01,"5.177702, 34.166014",2022-10-23 03:19:01,1,0,1,78,0,20000,1,0,2023-01-04 03:19:01,9,1,352.21,bom,1,2024-12-22 15:18:31,1
401.77,2024-09-16 06:39:53,"-55.952537, 70.474665",2020-03-07 06:39:53,1,0,0,28,0,2000,1,0,2020-04-02 06:39:53,4,1,180.32,bom,1,2024-09-08 15:04:51,0
25.42,2024-08-22 05:14:13,"-83.972615, -90.482027",2021-01-31 05:14:13,1,1,1,41,1,10000,0,5,2021-02-13 05:14:13,0,2,389.37,bom,1,2024-07-25 02:08:03,1
50.95,2024-06-17 06:09:39,"0.798245, 69.532717",2015-05-26 06:09:39,1,1,0,22,1,2000,1,3,2015-08-08 06:09:39,0,1,389.3,inadimplente,0,2024-05-24 14:25:14,1
603.2,2024-08-24 08:35:33,"70.068343, -156.811934",2021-08-11 08:35:33,0,0,0,56,0,5000,0,1,2021-09-09 08:35:33,8,2,482.96,bom,0,2024-08-16 11:51:51,1
189.15,2024-06-22 15:42:03,"-14.017625, -58.197436",2019-05-14 15:42:03,1,0,0,43,0,2000,0,4,2019-06-12 15:42:03,0,1,146.5,bom,0,2024-06-06 15:00:10,1
120.27,2025-02-05 19:00:10,"13.251043, -141.189433",2022-09-22 19:00:10,0,0,0,20,0,2000,1,3,2022-11-20 19:00:10,7,0,112.0,inadimplente,0,2025-01-16 00:36:27,1
570.29,2024-09-24 02:48:47,"-24.263982, 113.682632",2019-09-29 02:48:47,1,0,0,79,1,5000,0,5,2019-10-06 02:48:47,2,2,318.52,inadimplente,1,2024-09-13 21:26:08,0
519.95,2024-10-28 07:17:14,"-75.916457, 145.264146",2022-02-26 07:17:14,1,0,1,39,0,1000,0,2,2022-03-14 07:17:14,0,1,342.54,inadimplente,1,2024-10-06 01:09:05,0
453.58,2025-06-09 21:38:41,"80.378643, 107.839771",2016-04-12 21:38:41,0,0,0,76,0,2000,0,2,2016-04-18 21:38:41,5,0,204.77,atrasado,1,2025-05-28 07:57:14,1
434.92,2024-08-11 08:42:58,"41.336517, 165.038915",2015-03-16 08:42:58,1,0,1,59,1,10000,0,4,2015-05-31 08:42:58,2,2,232.3,bom,1,2024-07-24 21:33:53,0
602.0,2025-06-21 01:49:33,"6.628129, 151.37935",2023-08-30 01:49:33,1,0,0,61,0,2000,0,2,2023-11-14 01:49:33,0,4,390.04,inadimplente,1,2025-06-02 08:56:43,1
117.61,2025-04-22 20:45:57,"46.484901, -78.570928",2022-05-15 20:45:57,0,0,0,80,0,2000,1,4,2022-05-24 20:45:57,2,0,345.12,bom,0,2025-04-18 16:37:26,0
270.6,2025-03-02 13:14:52,"-68.539354, -15.159741",2019-04-30 13:14:52,0,0,0,62,1,20000,0,5,2019-05-09 13:14:52,7,0,373.56,atrasado,1,2025-02-28 19:14:32,0
168.14,2025-06-12 10:16:04,"17.687562, -53.09216",2018-10-10 10:16:04,1,0,1,40,1,1000,1,0,2018-11-01 10:16:04,2,1,478.18,atrasado,1,2025-05-31 01:43:20,0
439.06,2024-07-08 09:52:43,"-50.343834, -16.414738",2022-08-09 09:52:43,0,0,1,55,0,2000,0,3,2022-08-31 09:52:43,6,5,194.99,atrasado,1,2024-06-09 17:11:39,1
294.51,2025-02-01 21:42:25,"62.999528, -110.751248",2022-10-26 21:42:25,0,0,0,43,1,5000,1,3,2022-10-28 21:42:25,4,4,375.75,inadimplente,1,2025-01-08 05:10:29,1
74.04,2024-06-11 13:17:25,"-87.886157, -12.735024",2015-05-06 13:17:25,0,0,0,65,1,20000,1,0,2015-07-23 13:17:25,5,1,328.38,inadimplente,1,2024-05-18 10:26:08,1
568.03,2024-12-25 12:29:45,"22.304528, 145.35855",2020-06-12 12:29:45,1,0,0,38,1,10000,0,2,2020-07-05 12:29:45,7,3,201.21,atrasado,1,2024-12-17 05:51:12,0
397.45,2023-12-15 09:49:49,"74.168735, 24.205942",2023-09-05 09:49:49,1,0,0,69,1,20000,0,1,2023-11-21 09:49:49,2,0,377.93,inadimplente,1,2023-11-17 14:34:52,0
121.03,2025-01-01 01:58:38,"-62.836312, -77.098488",2024-02-14 01:58:38,1,0,1,45,0,2000,1,2,2024-05-09 01:58:38,9,3,296.1,bom,1,2024-12-20 05:16:23,1
4.13,2024-06-14 21:32:52,"30.307512, 112.451047",2017-02-16 21:32:52,1,0,0,55,0,1000,1,3,2017-02-25 21:32:52,5,5,192.91,atrasado,0,2024-05-19 03:19:28,1
238.32,2024-03-24 08:51:55,"-72.522712, -106.285422",2022-12-12 08:51:55,0,0,0,23,1,20000,0,5,2023-01-01 08:51:55,1,5,491.14,bom,0,2024-03-16 23:57:32,0
105.26,2023-10-06 03:04:01,"80.956227, -117.757525",2022-10-29 03:04:01,1,0,1,83,0,5000,0,3,2023-01-06 03:04:01,6,4,318.47,atrasado,1,2023-09-21 15:55:31,0
248.98,2025-06-27 16:29:12,"-71.283385, 29.825687",2019-06-15 16:29:12,1,0,1,25,1,5000,1,1,2019-09-09 16:29:12,0,0,393.79,atrasado,0,2025-05-31 00:22:07,1
21.58,2025-01-19 07:44:32,"-10.39605, 8.790265",2022-03-25 07:44:32,1,0,1,67,1,5000,1,5,2022-05-03 07:44:32,1,4,133.14,atrasado,0,2025-01-08 18:05:24,1
747.64,2024-11-09 02:00:38,"28.530721, -139.754498",2023-03-13 02:00:38,1,0,0,40,0,2000,0,0,2023-04-21 02:00:38,1,0,405.87,atrasado,0,2024-10-10 09:17:19,1
46.39,2024-05-02 05:55:08,"5.741557, 106.501567",2022-12-28 05:55:08,1,0,1,83,0,1000,1,4,2023-02-23 05:55:08,2,3,322.9,inadimplente,1,2024-04-04 07:34:03,0
359.03,2024-11-21 06:01:36,"27.303783, 4.927416",2022-07-30 06:01:36,0,1,0,25,0,10000,1,3,2022-08-01 06:01:36,2,5,114.21,bom,0,2024-11-20 23:45:20,1
471.34,2025-05-10 08:16:00,"78.524315, 89.278467",2019-03-25 08:16:00,1,0,0,68,0,1000,0,2,2019-06-13 08:16:00,0,2,336.76,bom,1,2025-04-28 11:40:10,0
105.22,2023-07-31 06:43:52,"8.969996, -179.31204",2019-07-07 06:43:52,0,0,1,39,0,1000,1,3,2019-09-13 06:43:52,6,1,314.81,atrasado,1,2023-07-19 10:22:27,0
95.22,2023-11-15 21:06:03,"-58.084127, 20.091602",2021-06-21 21:06:03,1,0,0,45,1,10000,0,4,2021-08-03 21:06:03,10,0,418.67,inadimplente,1,2023-11-07 06:50:33,1
270.02,2024-12-28 16:11:30,"-8.122356, -90.780422",2018-09-20 16:11:30,1,0,0,18,0,2000,0,5,2018-11-23 16:11:30,2,1,443.63,bom,0,2024-12-23 20:40:28,0
391.45,2025-01-04 07:43:02,"-27.121029, -112.739413",2016-08-30 07:43:02,0,0,1,59,0,10000,1,3,2016-10-18 07:43:02,1,5,366.54,bom,1,2024-12-17 08:21:48,0
125.9,2025-06-08 10:51:25,"-88.87069, 143.587425",2019-04-27 10:51:25,0,0,1,49,0,20000,0,3,2019-07-13 10:51:25,7,3,494.12,bom,1,2025-05-15 00:37:26,0
